id,show_id,type,title,director,year_film,rating,duration,listed_in,description
2867,80999984,Movie,OH MY GHOST 4,Poj Arnon,2015,TV-MA,106 min,"Comedies, Horror Movies, International Movies","Ghosts wreak havoc at the old school, and a student communicates with the spirit while the team reckons with a power struggle."
2868,81005453,Movie,PARMANU: THE STORY OF POKHRAN,Abhishek Sharma,2018,TV-14,124 min,"Dramas, International Movies","A dedicated government official puts his career in jeopardy by insisting that India become a nuclear power, a goal that powerful forces resist."
2869,80999989,Movie,THE HOLY MAN,Note Chern-Yim,2005,TV-14,92 min,"Comedies, Faith & Spirituality, International Movies","Formerly a troubled youth, a monk is given charge of a Buddhist temple neglected by superstitious villagers under the spell of a fake psychic."
2870,70218312,Movie,TRAIN OF THE DEAD,Sukum Maetawanitch,2007,NR,88 min,"Horror Movies, International Movies",Five teenagers on the lam hide out in an empty train. Little do they realize that the train is inhabited by ghosts on their way to final judgment.
2871,81006594,Movie,WATERSCHOOL,Tiffanie Hsu,2018,PG,68 min,Documentaries,"Six young women, who each live near one of Earth's major rivers, share how the Waterschool environmental education program has impacted their lives."
2872,80185321,Movie,JOE MANDE’S AWARD-WINNING COMEDY SPECIAL,Daniel Gray Longino,2017,TV-MA,67 min,Stand-Up Comedy,"Stand-up comic Joe Mande aims for critical adulation with this special that covers dating shows, ""Shark Tank,"" Jewish summer camp and much more."
2873,70298116,Movie,LIZZIE BORDEN TOOK AN AX,Nick Gomez,2014,TV-14,87 min,Thrillers,"This made-for-TV drama chronicles the scandal and enduring mystery surrounding Lizzie Borden, who was tried in 1892 for axing her parents to death."
2874,80117542,Movie,THE GREAT HACK,"Karim Amer, Jehane Noujaim",2019,TV-MA,114 min,Documentaries,Explore how a data company named Cambridge Analytica came to symbolize the dark side of social media in the wake of the 2016 U.S. presidential election.
2875,80213658,Movie,ILIZA SHLESINGER: ELDER MILLENNIAL,Steve Paley,2018,TV-MA,72 min,Stand-Up Comedy,"Newly engaged comic Iliza Shlesinger dives into undeniable truths about life at age 35, the insanity of the road traveled and what's to come."
2876,80232989,Movie,THE WARNING,Daniel Calparsoro,2018,TV-MA,93 min,"International Movies, Thrillers","After his friend is shot, Jon finds a mathematical pattern behind deaths that occurred at the same location and sets out to warn the next young victim."
2877,80014857,Movie,TUSK,Kevin Smith,2014,R,102 min,Horror Movies,"When a wise-guy podcaster interviews a disabled seafarer, he decides to embark on a transformational quest to track down a dangerous walrus-monster."
2878,80147988,Movie,I CALLED HIM MORGAN,Kasper Collin,2016,TV-14,91 min,"Documentaries, Music & Musicals","Decades after serving a prison sentence for killing jazz musician Lee Morgan, his common-law wife, Helen, reflects on their lives and his legacy."
2879,80145512,Movie,VICTOR,Brandon Dickerson,2015,PG-13,110 min,Dramas,"In 1962 Brooklyn, a Puerto Rican teen who joins a gang is seduced by violence and heroin. But can his mother's love and faith in God save him?"
2881,80225024,Movie,THE COMPETITION,Harvey Lowry,2018,TV-14,103 min,"Comedies, Romantic Movies","After developing an ""infidelity formula"" said to repel cheating, a popular blogger crosses paths with a charming lawyer willing to put it to the test."
2882,80204616,Movie,THE DEVIL AND FATHER AMORTH,William Friedkin,2017,TV-14,69 min,"Documentaries, Horror Movies","In Rome, ""Exorcist"" director William Friedkin follows a 91-year-old priest who performs a real demonic exorcism on a woman from a small Italian town."
2883,70108777,Movie,INGLOURIOUS BASTERDS,Quentin Tarantino,2009,R,153 min,Action & Adventure,"A Jewish cinema owner in occupied Paris is forced to host a Nazi premiere, where a group of American soldiers called the Basterds plans a face-off."
2886,70259259,Movie,UNFINISHED SONG,Paul Andrew Williams,2012,PG-13,94 min,"Comedies, Dramas, Independent Movies","With his wife terminally ill, Arthur's future seems grim. But he learns to find joy in life again when he joins an unconventional church choir."
2887,80017021,Movie,A MOST VIOLENT YEAR,J.C. Chandor,2014,R,125 min,"Dramas, Thrillers",Abel Morales tries to avoid corruption's easy path as he pursues the American Dream amid an increasingly violent business war in 1981 New York City.
2888,70099615,Movie,BOLT,"Byron Howard, Chris Williams",2008,PG,99 min,"Children & Family Movies, Comedies","This tale follows German shepherd Bolt, a canine actor who makes a cross-country trek when he's mistakenly shipped from Hollywood to New York City."
2889,70034607,Movie,BEWAFAA,Dharmesh Darshan,2005,TV-PG,149 min,"Dramas, International Movies, Romantic Movies","A young woman faces pressure to marry her brother-in-law, after her sister dies while giving birth. But she's secretly in love with someone else."
2890,70118801,Movie,CONNECTED,Benny Chan,2008,TV-MA,111 min,"Action & Adventure, International Movies","In this remake of ""Cellular,"" a debt collector becomes embroiled in intrigue after answering a random phone call from a stranger begging for help."
2891,80213654,Movie,D.L. HUGHLEY: CONTRARIAN,Jay Chapman,2018,TV-MA,58 min,Stand-Up Comedy,"D.L. Hughley riffs on hot-button political issues, celebrity scandals, his mother's tough love and more in a rapid-fire stand-up show in Philadelphia."
2892,80158802,Movie,DEMETRI MARTIN: THE OVERTHINKER,"Jay Karas, Demetri Martin",2018,TV-MA,56 min,Stand-Up Comedy,"With his signature one-liners and drawings, Demetri Martin muses on doughnut holes, dogs, sports bars, the alphabet's most aggressive letters and more."
2893,70117354,Movie,THE BEAST STALKER,Dante Lam,2008,TV-MA,110 min,"Action & Adventure, International Movies","Feeling guilty after a high-speed chase leaves a girl dead, a determined sergeant pursues the crime boss who triggered the fatal car accident."
2894,81036524,Movie,THE MIDAS TOUCH,Chi Keung Fung,2013,TV-14,98 min,"Comedies, International Movies","A debt collector takes over the management of a group of starlets after their talent agent defaults on a loan, but soon finds he's in over his head."
2895,70025372,Movie,THE TWINS EFFECT II,"Corey Yuen, Patrick Leung",2004,TV-14,106 min,"Action & Adventure, Comedies, International Movies",An empress rules over a land where men are subservient to women. But a prophecy reveals that a boy will become king and restore the male regime.
2896,70123160,Movie,TWINS MISSION,To-hoi Kong,2007,TV-14,102 min,"Action & Adventure, International Movies","To retrieve a healing bead stolen from its guardian monks, a pair of bickering twin sisters face off against an entire gang of rival twins."
2897,70299270,Movie,LIFE AFTER BETH,Jeff Baena,2014,R,89 min,"Comedies, Horror Movies, Independent Movies","Following the death of his beloved girlfriend, Beth, Zach is first shattered and then overjoyed when she inexplicably comes back to life."
2898,80017280,Movie,REVENGE OF THE GREEN DRAGONS,"Andrew Lau Wai-Keung, Andrew Loo",2014,R,95 min,"Action & Adventure, Dramas, Independent Movies","In gritty 1980s New York, two Chinese immigrant boys rise through the ranks of the infamous Green Dragons gang, where they're trained to kill."
2899,80155863,Movie,CITY OF TINY LIGHTS,Pete Travis,2016,TV-MA,110 min,"Dramas, International Movies, Thrillers","In moody London, a burned-out sleuth sinks into a world of corruption and murderous romance when he tackles a mysterious case of a missing sex worker."
2900,80107087,Movie,INTERNET FAMOUS,Michael Gallagher,2016,TV-14,87 min,Comedies,Five viral Internet celebrities travel to a competition that will award one of them their own television series in this ensemble comedy.
2901,81035840,Movie,MAY YOU PROSPER,"Hassan Hegazy, Shady Ali",2017,TV-14,93 min,"Comedies, International Movies, Music & Musicals","A man's inability to conquer his personal insecurities and distrust of other people leads to problems with his on-again, off-again wife and their son."
2905,80195962,Movie,DUCK DUCK GOOSE,Chris Jenkins,2018,PG,92 min,"Children & Family Movies, Comedies","As his flock's annual migration nears, a carefree goose is grounded with an injury and takes a pair of lost ducklings under his wing."
2908,80186829,Movie,NOTHING TO LOSE,Alexandre Avancini,2018,PG,133 min,"Dramas, Faith & Spirituality, International Movies",This biographical drama traces the rise to fame of controversial Brazilian evangelical leader and business titan Edir Macedo.
2909,80013547,Movie,THE CAPTIVE,Atom Egoyan,2014,R,112 min,"Dramas, Thrillers","Eight years after their daughter's abduction tore them apart, her parents receive enigmatic clues from the kidnapper hinting that she's still alive."
2910,80115874,Movie,"HOUSTON, WE HAVE A PROBLEM!",Ziga Virc,2016,TV-14,84 min,"Comedies, Independent Movies, International Movies","Blending fact with myth, this conspiracy-minded docufiction argues that the U.S. purchased Yugoslavia's secret space program in the 1960s."
2916,80244472,Movie,DANCE ACADEMY: THE COMEBACK,Jeffrey Walker,2017,TV-PG,100 min,"Dramas, International Movies","In this adaptation of the TV series, Tara recovers from injury and pursues a career in the U.S., where she grapples with love and professional rejection."
2917,80190463,Movie,KING OF PEKING,Sam Voutas,2018,TV-PG,88 min,"Comedies, Dramas, International Movies","Strapped for cash, a traveling projectionist begins to run a DVD pirating business, putting him at odds with his young, skeptical son."
2918,80164164,Movie,BLACK ROSE,Alexander Nevsky,2014,TV-MA,83 min,"Action & Adventure, International Movies","When a number of Russian women are brutally murdered in Los Angeles, the police call on a Moscow detective to help track down the serial killer."
2919,80997613,Movie,"¡AY, MI MADRE!",Frank Ariza,2019,TV-MA,81 min,"Comedies, International Movies","When her estranged mother suddenly dies, a woman must follow the quirky instructions laid out in the will in order to collect an important inheritance."
2920,81092325,Movie,IRON COWBOY: THE STORY OF THE 50.50.50,Jacob Schwab,2018,TV-14,77 min,"Documentaries, Sports Movies","A record-setting triathlete dares to complete 50 Ironman races – a 2.4-mile swim, a 112-mile bike ride, and a 26.2-mile run – in 50 days in 50 states."
2924,70053885,Movie,KATT WILLIAMS: LIVE,Alphonso J. Wesson,2006,NR,85 min,Stand-Up Comedy,"Outspoken comedian Katt Williams pokes fun at a variety of topics, including sex, relationships, parenthood and trying to make it as an entertainer."
2925,70301275,Movie,OBVIOUS CHILD,Gillian Robespierre,2014,R,84 min,"Comedies, Dramas, Independent Movies","After being fired from her job and dumped by her cheating boyfriend, a comedian has a one-night stand. Weeks later, she finds out she's pregnant."
2926,80073823,Movie,ROOM,Lenny Abrahamson,2015,R,118 min,"Dramas, Independent Movies","Kidnapped, confined to a tiny room and raped, a young woman gives birth to a son. When he reaches his fifth birthday, she begins plotting an escape."
2927,70299859,Movie,SAY WHEN,Lynn Shelton,2014,R,99 min,"Comedies, Dramas, Independent Movies","Desperately clinging to her youth, 28-year-old Megan tells her boyfriend she's attending a career seminar but hangs out with a teenage friend instead."
2928,80027378,Movie,SON OF A GUN,Julius Avery,2014,R,109 min,"Action & Adventure, Dramas, Independent Movies",A young petty thief who received protection from a notorious inmate in jail is forced to spring his defender from prison and help pull off a heist.
2929,70266679,Movie,THE ROVER,David Michôd,2014,R,103 min,"International Movies, Thrillers","Set in a chaotic future, this Outback saga follows loner Eric's brutal ordeal when a criminal gang takes his car and leaves him nowhere with nothing."
2930,1005494,Movie,THE STRANGER,Orson Welles,1946,TV-PG,94 min,"Classic Movies, Dramas, Thrillers",A Nazi fugitive hiding in Connecticut tries to keep his identity hidden from his naïve new wife while a dogged investigator pursues him relentlessly.
2932,80998968,Movie,SECRET OBSESSION,Peter Sullivan,2019,TV-14,98 min,Thrillers,"When Jennifer wakes up with amnesia after a traumatic attack, her doting husband cares for her. But she soon realizes the danger is far from over."
2933,70272893,Movie,SHORT TERM 12,Destin Daniel Cretton,2013,R,97 min,"Dramas, Independent Movies","A new charge at a foster care facility dredges up the memories of a young supervisor's own troubled past, and her tough exterior begins eroding."
2935,80232891,Movie,CAMARÓN: THE FILM,Alexis Morante,2018,TV-14,105 min,"Documentaries, International Movies, Music & Musicals","This documentary looks back on the life of legendary flamenco singer Camarón, who went from humble roots to rock star status to a tragic early death."
2936,80180376,Movie,GODZILLA CITY ON THE EDGE OF BATTLE,"Kobun Shizuno, Hiroyuki Seshita",2018,TV-14,101 min,"Action & Adventure, Anime Features, International Movies","On Earth, Haruo and his companions make contact with the indigenous Houtua tribe. To defeat Godzilla, they set out for the old Mechagodzilla facility."
2937,80183329,Movie,ADITI MITTAL: THINGS THEY WOULDN'T LET ME SAY,Fazila Allana,2017,TV-MA,63 min,Stand-Up Comedy,"Trailblazing comic Aditi Mittal mixes topical stand-up with frank talk about being single, wearing thongs and the awkwardness of Indian movie ratings."
2938,80192842,TV Show,ARI SHAFFIR: DOUBLE NEGATIVE,Eric Abrams,2017,TV-MA,1 Season,Stand-Up Comedy & Talk Shows,"Wry yet thoughtful, comedian Ari Shaffir brings his edgy humor to two fast-paced stand-up specials about children and adulthood."
2939,80154884,Movie,THEATER OF LIFE,Peter Svatek,2016,TV-PG,94 min,Documentaries,This documentary follows chef Massimo Bottura as he opens a soup kitchen to cook gourmet meals for the needy from food waste at the 2015 Milan Expo.
2940,81113926,Movie,MAULI,Aditya Sarpotdar,2018,TV-14,136 min,"Action & Adventure, Dramas, International Movies",An unconventional police officer faces off against a gang of thugs as he tries to bring order to the far-flung village he’s been stationed in.
